dataset,size,implementation,dims,k,resolution,tables,time,purity,classpurity,clusters,ari,ri,avgsilh,seed
Human_M1_10xV3-D1,42797,scanpy,50,10,0.1,100,47.760945516,0.9563754468771175,0.9979671472299461,18,0.8403058972499519,0.9627610913998222,0.26575079100333343,12345
Human_M1_10xV3-D1,42797,scanpy,50,10,0.1,100,48.356843921,0.9660022898801318,0.9979671472299461,17,0.9269067768336698,0.9823954121957971,0.26806985980020925,2
Human_M1_10xV3-D1,42797,scanpy,50,10,0.1,100,49.176183773,0.9484309647872514,0.9862139869617029,16,0.8911694250216629,0.9735166553343841,0.2513599439043466,3
Human_M1_10xV3-D1,42797,scanpy,50,10,0.1,100,48.938088634,0.9549734794494942,0.9979437811061523,16,0.8948016725285833,0.9744609642825615,0.25731069081054647,4
Human_M1_10xV3-D1,42797,scanpy,50,10,0.1,100,47.197510379,0.9456503960557983,0.9971960651447531,16,0.8803717530066117,0.9709930418941801,0.2570195996496992,42
Human_M1_10xV3-D1,42797,scanpy,50,10,0.2,100,48.837249716,0.9627777647965979,0.9956772670981611,18,0.7337061695185905,0.944620238060027,0.2914027756100505,
Human_M1_10xV3-D1,42797,scanpy,50,10,0.2,100,45.683379123,0.9160688833329439,0.997125966773372,19,0.7217639879016452,0.940368168081677,0.2949377109540987,1
Human_M1_10xV3-D1,42797,scanpy,50,10,0.2,100,47.516139809,0.9709325420006075,0.9979905133537398,20,0.6514497957688542,0.9314973739165303,0.3030989194208868,10
Human_M1_10xV3-D1,42797,scanpy,50,10,0.2,100,48.079098089,0.9724513400471996,0.9951865784984929,20,0.7206587754903638,0.9427893944826591,0.28973306344917743,1234
Human_M1_10xV3-D1,42797,scanpy,50,10,0.2,100,48.784919497,0.9690632520971096,0.9979671472299461,20,0.7498062588973529,0.9478186321340094,0.30907706052261574,12345
Human_M1_10xV3-D1,42797,scanpy,50,10,0.2,100,50.43710627,0.9660022898801318,0.9979671472299461,19,0.6989629774619398,0.9385452500733574,0.29680444988825955,2
Human_M1_10xV3-D1,42797,scanpy,50,10,0.2,100,48.398187145,0.9596233380844452,0.9977568521158026,20,0.680584906512474,0.935097907083472,0.3016954686552048,3
Human_M1_10xV3-D1,42797,scanpy,50,10,0.2,100,48.83730937,0.9708157113816389,0.9979437811061523,19,0.7216979128123274,0.9428407053897974,0.2818871256311702,4
Human_M1_10xV3-D1,42797,scanpy,50,10,0.2,100,47.260568035,0.9681987055167418,0.9971960651447531,20,0.693182408800553,0.938186057343735,0.2995049459144359,42
Human_M1_10xV3-D1,42797,scanpy,50,10,0.3,100,49.775536492,0.9432436853050448,0.988316938103138,19,0.6962277783364256,0.9378706758232316,0.2712778530918496,
Human_M1_10xV3-D1,42797,scanpy,50,10,0.3,100,46.067938649,0.967848213659836,0.997125966773372,21,0.6420306113381417,0.9301857086186969,0.3103575580138616,1
Human_M1_10xV3-D1,42797,scanpy,50,10,0.3,100,47.889005212,0.9713297661051008,0.9979905133537398,21,0.6506535909525425,0.931589137111543,0.31073572089390755,10
Human_M1_10xV3-D1,42797,scanpy,50,10,0.3,100,47.847679623,0.9738299413510293,0.9973596280113092,23,0.6506017860359951,0.9316236894476997,0.3005645861233955,1234
Human_M1_10xV3-D1,42797,scanpy,50,10,0.3,100,48.206778937,0.9697175035633339,0.9979671472299461,22,0.6327862824994468,0.9288023659507437,0.2971232644666382,12345
Human_M1_10xV3-D1,42797,scanpy,50,10,0.3,100,48.592603424,0.9734560833703297,0.9971493328971657,20,0.7030095905539188,0.939696829359395,0.29351579569159186,2
Human_M1_10xV3-D1,42797,scanpy,50,10,0.3,100,48.504839708,0.9772881276725004,0.9977568521158026,21,0.6503961889705651,0.931617753460741,0.2998995635390161,3
Human_M1_10xV3-D1,42797,scanpy,50,10,0.3,100,48.425542444,0.9762600182255765,0.9979437811061523,21,0.6466973417401873,0.9309341463768914,0.30338432090266926,4
Human_M1_10xV3-D1,42797,scanpy,50,10,0.3,100,46.108031346,0.9695773068205715,0.9971960651447531,21,0.6367317194601875,0.9293399156512852,0.31090202757246704,42
Human_M1_10xV3-D1,42797,scanpy,50,10,0.5,100,48.287417998,0.9532443862887585,0.9910040423394163,20,0.6231066920996925,0.9266650459252875,0.29076888277700735,
Human_M1_10xV3-D1,42797,scanpy,50,10,0.5,100,46.317102003,0.9682921700119167,0.9979905133537398,25,0.56225614753478,0.9185684765551326,0.28723841323866545,1
Human_M1_10xV3-D1,42797,scanpy,50,10,0.5,100,47.349622494,0.9736196462368858,0.9985045680772017,27,0.5660972549409903,0.9191810286957512,0.2920303567941071,10
Human_M1_10xV3-D1,42797,scanpy,50,10,0.5,100,48.285375209,0.9746010234362221,0.9985045680772017,26,0.5441890328747216,0.916290520812161,0.3080384174576666,1234
Human_M1_10xV3-D1,42797,scanpy,50,10,0.5,100,56.38747776,0.969203448839872,0.9971960651447531,26,0.54302579555537,0.9157883642700645,0.29616607682875135,12345
Human_M1_10xV3-D1,42797,scanpy,50,10,0.5,100,48.849089517,0.9713531322288945,0.9971493328971657,27,0.5506340207328969,0.9170382291297212,0.28777055610566277,2
Human_M1_10xV3-D1,42797,scanpy,50,10,0.5,100,48.660289301,0.969787601934715,0.9977568521158026,26,0.5335966526910366,0.9146951631662933,0.2987716124013212,3
Human_M1_10xV3-D1,42797,scanpy,50,10,0.5,100,48.354043629,0.9619132182162301,0.9979437811061523,27,0.5392224656926581,0.9141116150267068,0.2897232361441229,4
Human_M1_10xV3-D1,42797,scanpy,50,10,0.5,100,47.393955498,0.9701147276678271,0.9977101198682151,24,0.5716942003081874,0.9198962135704162,0.30528369558272567,42
Human_M1_10xV3-D1,42797,scanpy,50,10,0.8,100,51.711406448,0.9568427693529921,0.9919386872911653,24,0.5579042016408826,0.9178434529677197,0.30080425957813745,
Human_M1_10xV3-D1,42797,scanpy,50,10,0.8,100,47.422282647,0.9711662032385447,0.9976400214968338,30,0.48383673579862935,0.9081325004364686,0.28264784572832913,1
Human_M1_10xV3-D1,42797,scanpy,50,10,0.8,100,45.872619162,0.9656985302708134,0.9985045680772017,31,0.5237583475817529,0.9132566625562396,0.28148976535879355,10
Human_M1_10xV3-D1,42797,scanpy,50,10,0.8,100,48.393256353,0.9744140944458723,0.9985045680772017,32,0.4870194685670505,0.9088843953938375,0.2896983941045897,1234
Human_M1_10xV3-D1,42797,scanpy,50,10,0.8,100,48.478252289,0.9690398859733159,0.9971960651447531,29,0.49373394420734673,0.9092819066882811,0.28388105629244476,12345
Human_M1_10xV3-D1,42797,scanpy,50,10,0.8,100,48.108867545,0.9731523237610112,0.9971493328971657,29,0.49274162923833603,0.9093535447472288,0.28855830829390233,2
Human_M1_10xV3-D1,42797,scanpy,50,10,0.8,100,56.51332929,0.9724747061709933,0.9986213986961703,32,0.4875642844573876,0.908986963701241,0.2940330766817704,3
Human_M1_10xV3-D1,42797,scanpy,50,10,0.8,100,48.510884659,0.9706054162674954,0.9971960651447531,30,0.4796498927990771,0.9077256800381208,0.2962283979567997,4
Human_M1_10xV3-D1,42797,scanpy,50,10,0.8,100,47.352398637,0.9692735472112531,0.9977101198682151,29,0.4958040864852735,0.9095675263757161,0.28219729785767883,42
Human_M1_10xV3-D1,42797,scanpy,50,10,0.9,100,48.366219136,0.9683856345070916,0.9974530925064841,1,0.47394167396895415,0.9071183322598726,0.29555258323278644,1
Human_M1_10xV3-D1,42797,scanpy,50,10,0.9,100,48.391028575,0.9734794494941235,0.9974530925064841,1,0.4539807304730426,0.9046436710564921,0.2895626878077349,2
Human_M1_10xV3-D1,42797,scanpy,50,10,0.9,100,48.897748161,0.9714465967240694,0.9975932892492464,1,0.4787338649470687,0.9078308625384565,0.30072560969545503,3
Human_M1_10xV3-D1,42797,scanpy,50,10,0.9,100,48.981223936,0.9725448045423745,0.9982475407154707,1,0.47724281982090067,0.9075488267195275,0.2950191465415788,4
Human_M1_10xV3-D1,42797,scanpy,50,10,1.0,100,47.458162322,0.965558333528051,0.9974530925064841,1,0.4329249025743301,0.9020054502624865,0.27603201445147235,1
Human_M1_10xV3-D1,42797,scanpy,50,10,1.0,100,46.619646494,0.9701380937916209,0.9974530925064841,1,0.4200261872174778,0.9005378342697469,0.2827932221142731,2
Human_M1_10xV3-D1,42797,scanpy,50,10,1.0,100,56.426399065,0.9728485641516929,0.9975932892492464,1,0.4143290188240862,0.899884338451605,0.2854134495399028,3
Human_M1_10xV3-D1,42797,scanpy,50,10,1.0,100,49.285127597,0.9713531322288945,0.9974998247540715,1,0.4693166337984922,0.9065224786315007,0.29561939488885175,4
Human_M1_10xV3-D1,42797,scanpy,50,10,1.1,100,47.520231368,0.969787601934715,0.9974297263826903,1,0.41541991613296886,0.8999827419587398,0.27962403530336466,1
Human_M1_10xV3-D1,42797,scanpy,50,10,1.1,100,48.21774481,0.9704418534009394,0.9974530925064841,1,0.3854852382165508,0.8964916794858032,0.27128112155413675,2
Human_M1_10xV3-D1,42797,scanpy,50,10,1.1,100,48.527960726,0.9724046077996121,0.9971726990209594,1,0.4305928841089522,0.9018425458580599,0.2905359329749803,3
Human_M1_10xV3-D1,42797,scanpy,50,10,1.1,100,49.630153913,0.9680585087739795,0.9971960651447531,1,0.41656730909893347,0.900012578046244,0.2844097119552812,4
Human_M1_10xV3-D1,42797,scanpy,50,10,1.2,100,47.027097055,0.9676379185456925,0.997125966773372,1,0.3947528034793304,0.8975418839952957,0.26168527066451364,1
Human_M1_10xV3-D1,42797,scanpy,50,10,1.2,100,54.544708425,0.9701147276678271,0.9971493328971657,1,0.37612738642636506,0.8954059955516832,0.2594701330478054,2
Human_M1_10xV3-D1,42797,scanpy,50,10,1.2,100,54.334000778,0.967848213659836,0.9971726990209594,1,0.4199408151546942,0.9004611490931165,0.27387891592814984,3
Human_M1_10xV3-D1,42797,scanpy,50,10,1.2,100,50.116878784,0.9698109680585087,0.9971960651447531,1,0.3985848870252226,0.8979209714538365,0.26084849558529377,4
Human_M1_10xV3-D1,42797,scanpy,50,20,0.05,100,54.216459966,0.8149402995537071,0.9961212234502418,14,0.7071573128607352,0.9218336144471597,0.22919950860462743,
Human_M1_10xV3-D1,42797,scanpy,50,20,0.05,100,59.713925044,0.8297777881627217,0.9817276911933079,13,0.8074075256729347,0.9494330677100015,0.20113517570905232,1
Human_M1_10xV3-D1,42797,scanpy,50,20,0.05,100,52.795436974,0.8399654181367853,0.9817043250695142,13,0.8399677216822188,0.9581433183249903,0.19968545549001543,10
Human_M1_10xV3-D1,42797,scanpy,50,20,0.05,100,53.192770622,0.8344743790452602,0.9817043250695142,13,0.8219362994742189,0.953369335756704,0.20026451756697633,1234
Human_M1_10xV3-D1,42797,scanpy,50,20,0.05,100,55.184426255,0.7973689744608267,0.9817043250695142,13,0.675655008804743,0.9110245654792574,0.19863700611924254,12345
Human_M1_10xV3-D1,42797,scanpy,50,20,0.05,100,58.378904676,0.8450358670000233,0.990443255368367,14,0.839457103114043,0.9583444954312043,0.21639446168713633,2
Human_M1_10xV3-D1,42797,scanpy,50,20,0.05,100,58.160559787,0.8583078253148585,0.9817043250695142,13,0.8237826374506442,0.9541077906611869,0.2229899187995914,3
Human_M1_10xV3-D1,42797,scanpy,50,20,0.05,100,53.278199763,0.865037268967451,0.9817043250695142,14,0.8399186109193133,0.9585795620435373,0.22180207183691122,4
Human_M1_10xV3-D1,42797,scanpy,50,20,0.05,100,63.309240732,0.8219968689394116,0.9934341192139636,15,0.7143133412975902,0.9237524397031978,0.2229490833049485,42
Human_M1_10xV3-D1,42797,scanpy,50,20,0.08,100,54.960269998,0.8042619809799753,0.9810734397270837,11,0.8024402915841388,0.9478128861510482,0.2326258488454667,
Human_M1_10xV3-D1,42797,scanpy,50,20,0.08,100,58.569196632,0.8351753627590719,0.9870084351706895,14,0.8158577650338703,0.9520010219681683,0.20750065311583313,1
Human_M1_10xV3-D1,42797,scanpy,50,20,0.08,100,54.75216293,0.8821412715844569,0.9978269504871837,16,0.874986914059589,0.9683478608387921,0.24573552107499394,10
Human_M1_10xV3-D1,42797,scanpy,50,20,0.08,100,54.795395879,0.8390074070612427,0.9861906208379092,14,0.8285466892704839,0.9553716917931702,0.20691530235753702,1234
Human_M1_10xV3-D1,42797,scanpy,50,20,0.08,100,52.768718878,0.8676309087085543,0.9861906208379092,15,0.8403322393300624,0.9589472962172346,0.22895767080196353,12345
Human_M1_10xV3-D1,42797,scanpy,50,20,0.08,100,54.567112569,0.8495688950160057,0.994929551136762,15,0.8458894539810137,0.9602461144056919,0.22370816635991686,2
Human_M1_10xV3-D1,42797,scanpy,50,20,0.08,100,55.815479009,0.9600672944365259,0.9978503166109775,17,0.9218487001583935,0.981139012945787,0.26979812473820386,3
Human_M1_10xV3-D1,42797,scanpy,50,20,0.08,100,54.052463946,0.8410402598312966,0.9861672547141155,14,0.8353460507261695,0.9571357926444705,0.20648222715007797,4
Human_M1_10xV3-D1,42797,scanpy,50,20,0.08,100,55.452912361,0.9638759726149029,0.9978970488585649,17,0.9356887193229143,0.9845211277817003,0.2681255493492315,42
Human_M1_10xV3-D1,42797,scanpy,50,20,0.1,100,54.394776767,0.7860130382970769,0.9882468397317569,10,0.8019797703391423,0.9471207321632388,0.2403938577114635,
Human_M1_10xV3-D1,42797,scanpy,50,20,0.1,100,55.433957835,0.941444493772928,0.9870084351706895,16,0.8889758231822769,0.9729887084795593,0.25056414366434016,1
Human_M1_10xV3-D1,42797,scanpy,50,20,0.1,100,54.166795633,0.9718671869523565,0.9978269504871837,17,0.944073763464139,0.9865701112359622,0.26163260013209205,10
Human_M1_10xV3-D1,42797,scanpy,50,20,0.1,100,52.359709866,0.884244222725892,0.9978503166109775,16,0.8628465877969766,0.9653059634482146,0.23966692834654227,1234
Human_M1_10xV3-D1,42797,scanpy,50,20,0.1,100,54.416937064,0.8722807673435053,0.9861906208379092,15,0.8556633658333287,0.9629804073359425,0.2273714662899322,12345
Human_M1_10xV3-D1,42797,scanpy,50,20,0.1,100,54.580578397,0.9672406944411992,0.9977334859920088,17,0.9292725629943358,0.9829779240492128,0.26190132570283375,2
Human_M1_10xV3-D1,42797,scanpy,50,20,0.1,100,56.304112309,0.9600672944365259,0.9978503166109775,17,0.9218487001583935,0.981139012945787,0.26979812473820386,3
Human_M1_10xV3-D1,42797,scanpy,50,20,0.1,100,53.879078366,0.8863238077435335,0.9949996495081431,16,0.8658156233779029,0.9659340828129104,0.23790614133325425,4
Human_M1_10xV3-D1,42797,scanpy,50,20,0.1,100,56.740222094,0.9085449914713648,0.9978970488585649,18,0.7010904676784921,0.935630295008746,0.29367524052686533,42
Human_M1_10xV3-D1,42797,scanpy,50,20,0.2,100,54.961350936,0.9513984625090544,0.9926163048811832,18,0.7433118514845173,0.9457411666437202,0.3004866621186817,
Human_M1_10xV3-D1,42797,scanpy,50,20,0.2,100,58.390599102,0.9138257354487465,0.9978269504871837,18,0.7157843101038764,0.9387757718774267,0.2924939019445474,1
Human_M1_10xV3-D1,42797,scanpy,50,20,0.2,100,55.512435984,0.965137743299764,0.998644764819964,19,0.7436711991849853,0.9463604246150807,0.30915323018652885,10
Human_M1_10xV3-D1,42797,scanpy,50,20,0.2,100,55.0704518,0.9586419608851088,0.9978503166109775,19,0.6838212842565862,0.935591385684369,0.3005938691882987,1234
Human_M1_10xV3-D1,42797,scanpy,50,20,0.2,100,54.05408894,0.9627543986728042,0.9969624039068159,19,0.7053503564195577,0.9394468103060344,0.28696133226458537,12345
Human_M1_10xV3-D1,42797,scanpy,50,20,0.2,100,54.279402264,0.9594831413416828,0.9977334859920088,19,0.7422138834943224,0.9452575835383751,0.3060060814486551,2
Human_M1_10xV3-D1,42797,scanpy,50,20,0.2,100,55.921059566,0.964880715938033,0.9978503166109775,19,0.7159600989217716,0.9414886784381802,0.2896796379150251,3
Human_M1_10xV3-D1,42797,scanpy,50,20,0.2,100,54.986375457,0.9085216253475711,0.99780358436339,18,0.7213797486958202,0.9397740965597651,0.2928133426324372,4
Human_M1_10xV3-D1,42797,scanpy,50,20,0.2,100,55.795038673,0.964717153071477,0.9987148631913452,19,0.7160286809771743,0.9415503391033012,0.28939285112710117,42
Human_M1_10xV3-D1,42797,scanpy,50,20,0.3,100,55.16588611,0.9529639928032339,0.9884571348459004,17,0.7191839869604951,0.9422084255927409,0.30019464707124294,
Human_M1_10xV3-D1,42797,scanpy,50,20,0.3,100,57.293672378,0.9713063999813071,0.9978269504871837,20,0.699743468219954,0.9394378702903553,0.29990986863869973,1
Human_M1_10xV3-D1,42797,scanpy,50,20,0.3,100,54.425910765,0.9721242143140875,0.998644764819964,21,0.6405280307823046,0.9301102333525797,0.3129127790214941,10
Human_M1_10xV3-D1,42797,scanpy,50,20,0.3,100,53.211755167,0.9676846507932799,0.9986681309437577,21,0.6367451655559464,0.9290712871259321,0.3098878995555198,1234
Human_M1_10xV3-D1,42797,scanpy,50,20,0.3,100,57.638268175,0.9659789237563381,0.9969624039068159,21,0.6293238243557993,0.9280189194100076,0.3159877523874715,12345
Human_M1_10xV3-D1,42797,scanpy,50,20,0.3,100,54.129771987,0.9676846507932799,0.9977334859920088,21,0.6380243375492198,0.9291945778808183,0.3099308670544155,2
Human_M1_10xV3-D1,42797,scanpy,50,20,0.3,100,55.072467844,0.9655816996518447,0.9978503166109775,21,0.6312818932878423,0.9280807853668042,0.3078424968048225,3
Human_M1_10xV3-D1,42797,scanpy,50,20,0.3,100,52.990235108,0.9706521485150829,0.99780358436339,21,0.6389245229068928,0.9297453022838351,0.3139308000733205,4
Human_M1_10xV3-D1,42797,scanpy,50,20,0.3,100,56.693184107,0.972918662523074,0.9987148631913452,21,0.6368260397856355,0.9295858627224218,0.314338446585102,42
Human_M1_10xV3-D1,42797,scanpy,50,20,0.5,100,54.852920388,0.9535247797742833,0.9885505993410754,19,0.6355061017907951,0.928741942495561,0.2899716227999229,
Human_M1_10xV3-D1,42797,scanpy,50,20,0.5,100,58.244416371,0.9679183120312171,0.9978269504871837,23,0.569205621181046,0.919536477036249,0.3111272502265705,1
Human_M1_10xV3-D1,42797,scanpy,50,20,0.5,100,54.447379806,0.9733392527513611,0.998644764819964,23,0.5787546229086662,0.9210958474881853,0.3108852821570829,10
Human_M1_10xV3-D1,42797,scanpy,50,20,0.5,100,54.722420983,0.9728719302754866,0.9986681309437577,23,0.5977839083815716,0.9237455580641591,0.3013992326323796,1234
Human_M1_10xV3-D1,42797,scanpy,50,20,0.5,100,64.301530464,0.9663761478608314,0.9977802182395963,23,0.5903010191409755,0.9225561668906271,0.30359619237533036,12345
Human_M1_10xV3-D1,42797,scanpy,50,20,0.5,100,53.14898329,0.9675678201743113,0.9977334859920088,22,0.6199953723097912,0.9268531040198528,0.30447123122742675,2
Human_M1_10xV3-D1,42797,scanpy,50,20,0.5,100,58.206325135,0.9724046077996121,0.9986914970675514,24,0.5775954073852931,0.9209048323199106,0.3031180852142611,3
Human_M1_10xV3-D1,42797,scanpy,50,20,0.5,100,54.695298555,0.9714933289716569,0.9986213986961703,24,0.5715970035368537,0.9199808734550597,0.3033719875265549,4
Human_M1_10xV3-D1,42797,scanpy,50,20,0.5,100,57.216303642,0.9715166950954506,0.9987148631913452,23,0.565669312136581,0.9191652649158145,0.31151100923046815,42
Human_M1_10xV3-D1,42797,scanpy,50,20,0.8,100,56.485371923,0.9556510970395121,0.9884571348459004,24,0.5616224108186184,0.9183379307275694,0.3009381173538261,
Human_M1_10xV3-D1,42797,scanpy,50,20,0.8,100,54.952834688,0.9687361263639975,0.9978269504871837,29,0.48441108200740224,0.9084580821141063,0.29634789700990405,1
Human_M1_10xV3-D1,42797,scanpy,50,20,0.8,100,54.320399325,0.9734093511227423,0.998644764819964,29,0.48742624165979775,0.9089394266666063,0.29683806430590975,10
Human_M1_10xV3-D1,42797,scanpy,50,20,0.8,100,54.351328935,0.9695773068205715,0.9986681309437577,28,0.48819429164997674,0.9087640475169597,0.2977482885339716,1234
Human_M1_10xV3-D1,42797,scanpy,50,20,0.8,100,55.038144012,0.9733859849989486,0.9977802182395963,29,0.4862482518534236,0.9087579946884623,0.2939259402225942,12345
Human_M1_10xV3-D1,42797,scanpy,50,20,0.8,100,58.9261912,0.9714465967240694,0.9985746664485828,30,0.4848785824977489,0.9084993774082228,0.29015666470541773,2
Human_M1_10xV3-D1,42797,scanpy,50,20,0.8,100,65.219815801,0.9694838423253966,0.9986914970675514,31,0.4735648908616737,0.9071429891004774,0.2899089193495909,3
Human_M1_10xV3-D1,42797,scanpy,50,20,0.8,100,55.041087321,0.9716802579620066,0.9986213986961703,29,0.48378635301835954,0.9083704192927193,0.2926126308367741,4
Human_M1_10xV3-D1,42797,scanpy,50,20,0.8,100,56.557414714,0.9698577003060962,0.9987148631913452,27,0.4992512707615681,0.9103058087478334,0.30383097480046634,42
Human_M1_10xV3-D1,42797,scanpy,50,20,0.9,100,58.516107877,0.9690866182209034,0.9978269504871837,1,0.47963688565570795,0.9079013933327287,0.29721294834571366,1
Human_M1_10xV3-D1,42797,scanpy,50,20,0.9,100,53.52010827,0.9714465967240694,0.9985746664485828,1,0.4824587369805839,0.9082063639445375,0.2828860498738458,2
Human_M1_10xV3-D1,42797,scanpy,50,20,0.9,100,58.661378082,0.9676612846694862,0.9986914970675514,1,0.46930806406650905,0.9066070249505366,0.2898732826468558,3
Human_M1_10xV3-D1,42797,scanpy,50,20,0.9,100,54.442805795,0.9716335257144192,0.9986213986961703,1,0.4802819725872482,0.9079655862925071,0.28751142132059426,4
Human_M1_10xV3-D1,42797,scanpy,50,20,1.0,100,54.138705673,0.9676145524218988,0.9978269504871837,1,0.47421691758509643,0.9071984560720684,0.2965547812449046,1
Human_M1_10xV3-D1,42797,scanpy,50,20,1.0,100,54.405128942,0.9698577003060962,0.9985746664485828,1,0.48202749037174153,0.908128334544223,0.28230931027842887,2
Human_M1_10xV3-D1,42797,scanpy,50,20,1.0,100,57.407197655,0.9716802579620066,0.9981774423440896,1,0.4697638831743692,0.9067361414027046,0.2953090406704308,3
Human_M1_10xV3-D1,42797,scanpy,50,20,1.0,100,55.741218029,0.9716101595906255,0.9986213986961703,1,0.47235198901718156,0.9070071384261654,0.28625116062127043,4
Human_M1_10xV3-D1,42797,scanpy,50,20,1.1,100,55.178940713,0.9657218963946071,0.9978269504871837,1,0.44209456654124746,0.9031374656886358,0.2909179168081972,1
Human_M1_10xV3-D1,42797,scanpy,50,20,1.1,100,61.451856134,0.9663527817370376,0.9985746664485828,1,0.4470408627669242,0.9037023388376101,0.2838450282880317,2
Human_M1_10xV3-D1,42797,scanpy,50,20,1.1,100,56.327746775,0.9694371100778092,0.9981774423440896,1,0.46679217504678555,0.9063331243602394,0.2956223489423167,3
Human_M1_10xV3-D1,42797,scanpy,50,20,1.1,100,54.439862502,0.9700679954202397,0.9986213986961703,1,0.4692954190422986,0.9066460805998312,0.29094946337309247,4
Human_M1_10xV3-D1,42797,scanpy,50,20,1.2,100,52.896229249,0.9700212631726522,0.998644764819964,1,0.4158837442747711,0.9000471456700787,0.2728968808255183,1
Human_M1_10xV3-D1,42797,scanpy,50,20,1.2,100,55.59398248,0.9679650442788046,0.9985746664485828,1,0.4387149959227905,0.9027442797150795,0.2876205537047944,2
Human_M1_10xV3-D1,42797,scanpy,50,20,1.2,100,55.733214234,0.9634787485104096,0.9981774423440896,1,0.43033627363057175,0.9017512773286271,0.2936598442777495,3
Human_M1_10xV3-D1,42797,scanpy,50,20,1.2,100,55.200277374,0.9700679954202397,0.9986213986961703,1,0.4384760749760387,0.9027982528621378,0.29162034699267114,4
Human_M1_10xV3-D1,42797,scanpy,50,30,0.05,100,62.455677796,0.7326214454284179,0.9755824006355586,10,0.6420151257308039,0.8996907975405349,0.20246609765082862,
Human_M1_10xV3-D1,42797,scanpy,50,30,0.05,100,59.927604656,0.8289132415823539,0.9817276911933079,12,0.81559310648646,0.9513948458812385,0.19496416976689226,1
Human_M1_10xV3-D1,42797,scanpy,50,30,0.05,100,60.66429388,0.7684417132041965,0.9817043250695142,12,0.6696328063129909,0.9085710198350786,0.19219609407490504,10
Human_M1_10xV3-D1,42797,scanpy,50,30,0.05,100,66.847792001,0.8306423347430895,0.9817276911933079,12,0.8267624945569857,0.9545812959108215,0.21177023745968168,1234
Human_M1_10xV3-D1,42797,scanpy,50,30,0.05,100,59.440736126,0.8283524546113046,0.9817276911933079,12,0.8135940318615295,0.9509021109166769,0.1949692252590329,12345
Human_M1_10xV3-D1,42797,scanpy,50,30,0.05,100,68.562577163,0.8235390331097974,0.9817276911933079,12,0.798942014977237,0.9468947366038244,0.19561822566990042,2
Human_M1_10xV3-D1,42797,scanpy,50,30,0.05,100,60.233220571,0.8304787718765334,0.9817510573171017,12,0.826186409300885,0.9544360596942155,0.2117583459759695,3
Human_M1_10xV3-D1,42797,scanpy,50,30,0.05,100,59.657851453,0.830175012267215,0.9933640208425825,13,0.812750834664671,0.9513542057733204,0.23014256324967128,4
Human_M1_10xV3-D1,42797,scanpy,50,30,0.05,100,63.600677255,0.8357828819777087,0.9908171133490665,12,0.8321935271487524,0.9564031459656376,0.22132175661417075,42
Human_M1_10xV3-D1,42797,scanpy,50,30,0.08,100,60.449563943,0.7485805079795312,0.9799051335373975,9,0.7853630598400259,0.9417052720756456,0.2160525619310536,
Human_M1_10xV3-D1,42797,scanpy,50,30,0.08,100,61.260944738,0.8629810500736033,0.9817276911933079,13,0.8359817277137604,0.9575423280368219,0.2330584632437577,1
Human_M1_10xV3-D1,42797,scanpy,50,30,0.08,100,60.162426609,0.9152277028763698,0.9817043250695142,13,0.9021649086902727,0.9757703255089302,0.2156758404005665,10
Human_M1_10xV3-D1,42797,scanpy,50,30,0.08,100,66.497097496,0.9553707035539875,0.9933640208425825,15,0.9157978568771983,0.9795286973990067,0.25611372624025136,1234
Human_M1_10xV3-D1,42797,scanpy,50,30,0.08,100,58.973304581,0.8283524546113046,0.9817276911933079,12,0.8135940318615295,0.9509021109166769,0.1949692252590329,12345
Human_M1_10xV3-D1,42797,scanpy,50,30,0.08,100,59.893549307,0.8324415262752062,0.9933873869663762,13,0.8197036153103392,0.9532167188675714,0.23050802785092017,2
Human_M1_10xV3-D1,42797,scanpy,50,30,0.08,100,59.682505051,0.9124004018973293,0.9817510573171017,13,0.8897670147800943,0.9726326966789308,0.21770647430556925,3
Human_M1_10xV3-D1,42797,scanpy,50,30,0.08,100,60.769432026,0.8471621842652522,0.9933640208425825,14,0.8518864585604512,0.9618336174610161,0.2154183572188722,4
Human_M1_10xV3-D1,42797,scanpy,50,30,0.08,100,61.855032569,0.8382596910998434,0.9932939224712013,13,0.8324035976842884,0.9564653034802926,0.21237259474265915,42
Human_M1_10xV3-D1,42797,scanpy,50,30,0.1,100,62.42462175,0.8279318643830175,0.9777788162721686,10,0.8196668225322833,0.9527660534088177,0.2524123230733167,
Human_M1_10xV3-D1,42797,scanpy,50,30,0.1,100,60.522862246,0.8581442624483024,0.9934107530901699,15,0.6725116706132418,0.9277366018610131,0.25758390042993295,1
Human_M1_10xV3-D1,42797,scanpy,50,30,0.1,100,62.341863084,0.9238731686800477,0.9933640208425825,14,0.9103056114050244,0.9779330034242236,0.2324846706118386,10
Human_M1_10xV3-D1,42797,scanpy,50,30,0.1,100,64.607346894,0.8934972077482066,0.9933640208425825,16,0.6987410844853806,0.9345257504479241,0.27934301039636084,1234
Human_M1_10xV3-D1,42797,scanpy,50,30,0.1,100,58.269816686,0.9111386312124682,0.9933406547187887,14,0.880168864872347,0.9704238052051237,0.22885317982813957,12345
Human_M1_10xV3-D1,42797,scanpy,50,30,0.1,100,60.489109786,0.913101385611141,0.9933873869663762,14,0.879255114934296,0.9702671141498133,0.25232648841626815,2
