dataset,size,implementation,dims,k,resolution,tables,time,purity,classpurity,clusters,ari,ri,avgsilh,seed
Human_M1_10xV3-D1,42797,seurat,50,10,0.2,100,147.024489818,0.9733392527513611,0.9984578358296142,23,0.6427472446464055,0.9304639487255824,0.3089836599739718,1
Human_M1_10xV3-D1,42797,seurat,50,10,0.2,100,146.194947863,0.9681052410215669,0.9984578358296142,25,0.6037887740403165,0.924442012257385,0.28859525316153944,1234
Human_M1_10xV3-D1,42797,seurat,50,10,0.3,100,150.327660937,0.9696707713157464,0.9983176390868519,28,0.5538822340780343,0.9174337650377763,0.2855882617180685,
Human_M1_10xV3-D1,42797,seurat,50,10,0.3,100,153.006479931,0.9714933289716569,0.9986213986961703,28,0.5502261490587279,0.9169265013192622,0.2914228706370447,1
Human_M1_10xV3-D1,42797,seurat,50,10,0.3,100,145.627475999,0.9711194709909573,0.9984578358296142,28,0.5603201833805668,0.9183330714299304,0.3052892538217729,1234
Human_M1_10xV3-D1,42797,seurat,50,10,0.5,100,162.361318584,0.9723578755520247,0.9984578358296142,35,0.4689748184509394,0.9066035994186952,0.2845771443201151,
Human_M1_10xV3-D1,42797,seurat,50,10,0.5,100,146.776930656,0.9685258312498539,0.9982475407154707,35,0.4710973442621765,0.906749453694282,0.2939456670876739,1
Human_M1_10xV3-D1,42797,seurat,50,10,0.5,100,148.40336261,0.971563427343038,0.998481201953408,35,0.46789705661314307,0.9064243765100172,0.2880109557239473,1234
Human_M1_10xV3-D1,42797,seurat,50,10,0.8,100,147.421198825,0.9619833165876113,0.9974764586302778,41,0.39454513160258375,0.8972929874942885,0.2741753679094643,
Human_M1_10xV3-D1,42797,seurat,50,10,0.8,100,147.042096498,0.9688062247353787,0.9982475407154707,41,0.4237051155780206,0.900968259934851,0.2763079760092014,1
Human_M1_10xV3-D1,42797,seurat,50,10,0.8,100,146.640233138,0.9696707713157464,0.9982475407154707,41,0.40451780565341383,0.8987718169988159,0.2636019085448825,1234
Human_M1_10xV3-D1,42797,seurat,50,10,0.9,100,140.534489159,0.970301656658177,0.9982475407154707,1,0.3851975537960925,0.8965057801847727,0.25738925456478096,1
Human_M1_10xV3-D1,42797,seurat,50,10,0.9,100,155.969877569,0.9715166950954506,0.9982475407154707,1,0.38237832043040576,0.8961888655285647,0.2549669968810405,2
Human_M1_10xV3-D1,42797,seurat,50,10,0.9,100,158.646234185,0.9718671869523565,0.9974764586302778,1,0.3873535056292382,0.8967343473500163,0.25391008340103705,3
Human_M1_10xV3-D1,42797,seurat,50,10,1.0,100,144.131155279,0.9729653947706615,0.9982475407154707,1,0.3834763249759155,0.8963504726643181,0.26101583541233814,1
Human_M1_10xV3-D1,42797,seurat,50,10,1.0,100,146.486030891,0.9688295908591724,0.997546557001659,1,0.3765376881593714,0.8955424730207918,0.2636678456450013,2
Human_M1_10xV3-D1,42797,seurat,50,10,1.1,100,146.940830713,0.9723812416758184,0.9976166553730401,1,0.3675025771152451,0.8945165726433341,0.24881816793724693,1
Human_M1_10xV3-D1,42797,seurat,50,10,1.1,100,141.350838954,0.9719840175713251,0.997546557001659,1,0.3818987575422654,0.8961713392977539,0.26090015151062756,2
Human_M1_10xV3-D1,42797,seurat,50,10,1.2,100,144.250233674,0.9695539406967778,0.9979437811061523,1,0.3277555819370625,0.8901124284884193,0.23155713256641697,1
Human_M1_10xV3-D1,42797,seurat,50,10,1.2,100,155.102822304,0.9730822253896301,0.9978970488585649,1,0.3586997982268203,0.8935130676221191,0.24123932624251113,2
Human_M1_10xV3-D1,42797,seurat,50,20,0.05,100,149.986490053,0.831950837675538,0.9977334859920088,16,0.7236249359919416,0.9267828549556459,0.22422917277482152,
Human_M1_10xV3-D1,42797,seurat,50,20,0.05,100,150.642701045,0.831950837675538,0.9977334859920088,16,0.7236249359919416,0.9267828549556459,0.22422917277482152,1
Human_M1_10xV3-D1,42797,seurat,50,20,0.05,100,149.775213571,0.7975325373273827,0.9978503166109775,15,0.7093225974774194,0.9219071612818991,0.20801354277815118,1234
Human_M1_10xV3-D1,42797,seurat,50,20,0.05,100,164.025468394,0.7977194663177326,0.9977334859920088,15,0.7097761776074114,0.9220166418036972,0.2079354017757873,2
Human_M1_10xV3-D1,42797,seurat,50,20,0.05,100,167.465962032,0.7975559034511764,0.9977334859920088,15,0.7093173431105135,0.9219102963478591,0.20800683780798396,42
Human_M1_10xV3-D1,42797,seurat,50,20,0.08,100,154.99309068,0.9703717550295582,0.9977334859920088,18,0.8673419762233627,0.9700415848645768,0.26670664120089466,
Human_M1_10xV3-D1,42797,seurat,50,20,0.08,100,155.64964029,0.9505105498048929,0.9977334859920088,18,0.8253394135928668,0.9596688931808293,0.263072616475811,1
Human_M1_10xV3-D1,42797,seurat,50,20,0.08,100,153.564598501,0.9579877094188844,0.9977334859920088,18,0.8447212013453498,0.9640580859866935,0.2686689666078633,1234
Human_M1_10xV3-D1,42797,seurat,50,20,0.08,100,172.048759932,0.9657686286421946,0.9977334859920088,18,0.8629073836338746,0.9686417216766277,0.2665180104865368,2
Human_M1_10xV3-D1,42797,seurat,50,20,0.08,100,164.975561095,0.9579877094188844,0.9977334859920088,18,0.8369987782340345,0.9624376303415139,0.26938567082438086,42
Human_M1_10xV3-D1,42797,seurat,50,20,0.1,100,151.773923422,0.9170268944084866,0.9977334859920088,19,0.7246105098085961,0.9407308627815306,0.288325395392532,
Human_M1_10xV3-D1,42797,seurat,50,20,0.1,100,156.423736837,0.9080776689954904,0.9977334859920088,19,0.711001405356587,0.93770061569354,0.28437207176303125,1
Human_M1_10xV3-D1,42797,seurat,50,20,0.1,100,151.007392136,0.9076804448909971,0.9977334859920088,19,0.7111364435779434,0.9377852635664367,0.28861097353728177,1234
Human_M1_10xV3-D1,42797,seurat,50,20,0.2,100,150.088590793,0.967848213659836,0.9979905133537398,22,0.7234050738517621,0.9433902581014958,0.2828634594631577,
Human_M1_10xV3-D1,42797,seurat,50,20,0.2,100,160.136796476,0.9710260064957824,0.9977334859920088,21,0.7225552311625664,0.9432589205681147,0.2941835128885126,1
Human_M1_10xV3-D1,42797,seurat,50,20,0.2,100,166.837705838,0.9653246722901138,0.9985746664485828,21,0.7115620577963736,0.9409946767803014,0.28816759898395355,1234
Human_M1_10xV3-D1,42797,seurat,50,20,0.3,100,152.347654339,0.9677547491646611,0.9979905133537398,25,0.6252539756907229,0.9277565206134256,0.29755955631587006,
Human_M1_10xV3-D1,42797,seurat,50,20,0.3,100,156.493052087,0.9722176788092624,0.9979905133537398,27,0.5617105926304252,0.9185924334384821,0.30435742899590756,1
Human_M1_10xV3-D1,42797,seurat,50,20,0.3,100,156.727443202,0.9728485641516929,0.9980839778489147,24,0.6177351275551106,0.9267808391661084,0.3045113400649826,1234
Human_M1_10xV3-D1,42797,seurat,50,20,0.5,100,179.069235819,0.9701147276678271,0.9975231908778652,30,0.5290106809232823,0.9141434538000246,0.27997379202323924,
Human_M1_10xV3-D1,42797,seurat,50,20,0.5,100,157.035455698,0.9714699628478631,0.9985746664485828,31,0.4863159191454686,0.9086178787519977,0.28257673488564755,1
Human_M1_10xV3-D1,42797,seurat,50,20,0.5,100,158.015550032,0.9686660279926163,0.9975231908778652,31,0.5227387893654315,0.9132860782325998,0.27966020952209736,1234
Human_M1_10xV3-D1,42797,seurat,50,20,0.8,100,152.608045161,0.9747412201789845,0.9977334859920088,37,0.46639313096455126,0.9064104887465623,0.28258817581744583,
Human_M1_10xV3-D1,42797,seurat,50,20,0.8,100,153.476201805,0.9705820501437017,0.9985746664485828,37,0.4604263753160198,0.9055415939137902,0.28323721961635556,1
Human_M1_10xV3-D1,42797,seurat,50,20,0.8,100,155.312411717,0.9747412201789845,0.9985746664485828,36,0.4647233950195351,0.9061526478619681,0.28395966695921676,1234
Human_M1_10xV3-D1,42797,seurat,50,20,0.9,100,150.553670629,0.9732691543799799,0.9985746664485828,1,0.43795642346456776,0.9027733950977654,0.27958508172424923,1
Human_M1_10xV3-D1,42797,seurat,50,20,0.9,100,155.131131209,0.9732691543799799,0.9971493328971657,1,0.40964008547659625,0.8994156553723915,0.27223916889090805,2
Human_M1_10xV3-D1,42797,seurat,50,20,0.9,100,169.585051975,0.9716802579620066,0.9979905133537398,1,0.42920794834183096,0.9016977300525979,0.28225245105846,3
Human_M1_10xV3-D1,42797,seurat,50,20,1.0,100,154.808501813,0.9726850012851368,0.9977334859920088,1,0.4086450484673146,0.8992477660929712,0.27356622973539035,1
Human_M1_10xV3-D1,42797,seurat,50,20,1.0,100,150.464795121,0.9703951211533519,0.9971493328971657,1,0.4265918788303407,0.9013440474389052,0.28152824383264724,2
Human_M1_10xV3-D1,42797,seurat,50,20,1.1,100,152.85539111,0.9721008481902937,0.9971493328971657,1,0.4036750495136225,0.8986598751608654,0.2726974507896615,1
Human_M1_10xV3-D1,42797,seurat,50,20,1.1,100,153.844474171,0.9703717550295582,0.9977334859920088,1,0.40418951068639836,0.8987070693147228,0.26263435812678976,2
Human_M1_10xV3-D1,42797,seurat,50,20,1.2,100,159.564530092,0.9698343341823025,0.9971493328971657,1,0.395346311172025,0.8976197201156815,0.26867022749535446,1
Human_M1_10xV3-D1,42797,seurat,50,20,1.2,100,174.99448729,0.9673107928125804,0.9976867537444213,1,0.39103974727323904,0.8970474957775597,0.2654345785422452,2
Human_M1_10xV3-D1,42797,seurat,50,30,0.05,100,162.252835407,0.8211089562352502,0.9971960651447531,15,0.7149312579268533,0.924096096876076,0.2253124405983515,
Human_M1_10xV3-D1,42797,seurat,50,30,0.05,100,163.169708303,0.8260625744795196,0.9971960651447531,16,0.7188626350824436,0.9254115120229189,0.23063045263844065,1
Human_M1_10xV3-D1,42797,seurat,50,30,0.05,100,162.267034256,0.8211089562352502,0.9971960651447531,15,0.7149312579268533,0.924096096876076,0.2253124405983515,1234
Human_M1_10xV3-D1,42797,seurat,50,30,0.05,100,173.607618675,0.793536930158656,0.9980138794775335,14,0.7075943926178045,0.9213316337133598,0.20262022686136347,2
Human_M1_10xV3-D1,42797,seurat,50,30,0.05,100,167.976133702,0.7976493679463513,0.9971960651447531,15,0.7094126411786693,0.9219865534695065,0.2082500587541879,42
Human_M1_10xV3-D1,42797,seurat,50,30,0.08,100,167.320047687,0.9513283641376732,0.9971726990209594,17,0.8352709538531354,0.9617608240904051,0.2632603313324206,
Human_M1_10xV3-D1,42797,seurat,50,30,0.08,100,160.791345392,0.902516531532584,0.9971726990209594,16,0.7652525078938448,0.9404136587514182,0.2476853026146062,1
Human_M1_10xV3-D1,42797,seurat,50,30,0.08,100,161.560272255,0.9103208168796878,0.9971726990209594,16,0.7720583423881316,0.9423207299670546,0.24010261809901898,1234
Human_M1_10xV3-D1,42797,seurat,50,30,0.1,100,165.7933891,0.9503703530621305,0.9971726990209594,18,0.8375762471884018,0.9622363069103823,0.27664512952209785,
Human_M1_10xV3-D1,42797,seurat,50,30,0.1,100,163.608151152,0.912423768021123,0.9980138794775335,18,0.7107085897261327,0.9378821819848548,0.2871645187001246,1
Human_M1_10xV3-D1,42797,seurat,50,30,0.1,100,161.703351781,0.9074935159006472,0.9971960651447531,18,0.7065691749197762,0.9367678402064109,0.2940194635274354,1234
Human_M1_10xV3-D1,42797,seurat,50,30,0.2,100,161.004886193,0.9713063999813071,0.9979671472299461,22,0.7217196232811808,0.9431659278070027,0.2862325273270155,
Human_M1_10xV3-D1,42797,seurat,50,30,0.2,100,170.70348468,0.9700913615440334,0.9971493328971657,21,0.7163245647633768,0.9419516428338573,0.28141137262423027,1
Human_M1_10xV3-D1,42797,seurat,50,30,0.2,100,166.940959362,0.9729887608944552,0.9979671472299461,22,0.7224931702902223,0.9433934521342137,0.2870923119453671,1234
Human_M1_10xV3-D1,42797,seurat,50,30,0.3,100,168.826936836,0.9733626188751549,0.9979671472299461,24,0.6156669848382101,0.9265722125928172,0.30679701077202315,
Human_M1_10xV3-D1,42797,seurat,50,30,0.3,100,167.276389467,0.9728485641516929,0.9979671472299461,24,0.6174409811517269,0.9268177359768789,0.30626874687918043,1
Human_M1_10xV3-D1,42797,seurat,50,30,0.3,100,163.808731702,0.9693436455826343,0.9979671472299461,24,0.61253331111595,0.9259029748342784,0.3043595051137908,1234
Human_M1_10xV3-D1,42797,seurat,50,30,0.5,100,180.869196058,0.9720774820665,0.9979671472299461,28,0.5268130458197604,0.9139251872537989,0.2844281298526453,
Human_M1_10xV3-D1,42797,seurat,50,30,0.5,100,164.990066198,0.9712363016099259,0.9979671472299461,27,0.5337496454470938,0.9148532006292417,0.28705141715911814,1
Human_M1_10xV3-D1,42797,seurat,50,30,0.5,100,167.766917476,0.9643900273383649,0.9979671472299461,28,0.5364874998155013,0.9151636071025442,0.2943768587914286,1234
Human_M1_10xV3-D1,42797,seurat,50,30,0.8,100,159.983719187,0.9750917120358904,0.9979905133537398,35,0.4802601241415312,0.907952652916948,0.27978001058773455,
Human_M1_10xV3-D1,42797,seurat,50,30,0.8,100,172.482662407,0.9740636025889665,0.9979905133537398,35,0.47217436399135404,0.907069873596652,0.2874318295597374,1
Human_M1_10xV3-D1,42797,seurat,50,30,0.8,100,174.524341377,0.9706287823912891,0.9979905133537398,36,0.46469679168958583,0.9059599412213243,0.28214308401331206,1234
Human_M1_10xV3-D1,42797,seurat,50,30,0.9,100,162.838573509,0.973175689884805,0.9979905133537398,1,0.4392567696748681,0.9029193389154658,0.2780226268260787,1
Human_M1_10xV3-D1,42797,seurat,50,30,0.9,100,163.056908137,0.9724747061709933,0.9969857700306096,1,0.46500829276365063,0.9061139274496117,0.2835907477046412,2
Human_M1_10xV3-D1,42797,seurat,50,30,1.0,100,164.398475043,0.9732457882561861,0.9979905133537398,1,0.4397386446308562,0.9029434759750199,0.2760863869824368,1
Human_M1_10xV3-D1,42797,seurat,50,30,1.0,100,159.777833443,0.9733392527513611,0.9979905133537398,1,0.43937674103738433,0.9029665942200351,0.2758069223203532,2
Human_M1_10xV3-D1,42797,seurat,50,30,1.1,100,163.13151146,0.9728018319041054,0.9980138794775335,1,0.4067126164110978,0.8989607202835773,0.26572284345393193,1
Human_M1_10xV3-D1,42797,seurat,50,30,1.1,100,178.406357764,0.9709559081244012,0.9980138794775335,1,0.4063319461545505,0.8988793155823634,0.26543020663653466,2
Human_M1_10xV3-D1,42797,seurat,50,30,1.2,100,172.846121423,0.9735495478655046,0.9980138794775335,1,0.4069995140853365,0.8991011354217392,0.268153185274647,1
Human_M1_10xV3-D1,42797,seurat,50,30,1.2,100,178.576168329,0.9735261817417109,0.9979905133537398,1,0.4107163980887353,0.8995338061915502,0.26768010371505735,2
Human_M1_10xV3-D2,33824,seurat,10,10,0.05,20,103.050644975,0.9288079470198676,0.9940279091769157,15,0.8035627787695351,0.9398494541160084,0.3684739940585276,
Human_M1_10xV3-D2,33824,seurat,10,10,0.05,20,103.196803067,0.9295766319772942,0.9940279091769157,15,0.8050405759778438,0.9402986227399912,0.3679173846631999,1234
Human_M1_10xV3-D2,33824,seurat,10,10,0.05,20,105.179490373,0.8934188741721855,0.9938800851466414,15,0.759257312138328,0.9275656465089799,0.34897148248819704,42
Human_M1_10xV3-D2,33824,seurat,10,10,0.08,20,106.235529065,0.8936553926206244,0.9938800851466414,16,0.6207446261619579,0.8955232340093375,0.37023306837781966,
Human_M1_10xV3-D2,33824,seurat,10,10,0.08,20,102.65988326,0.8973509933774835,0.9940279091769157,17,0.6161760819923608,0.8946430693752112,0.35941265065919986,1234
Human_M1_10xV3-D2,33824,seurat,10,10,0.08,20,106.64169265,0.8970257805108799,0.9938800851466414,17,0.6230523714797204,0.8962535160992121,0.3556907720922053,42
Human_M1_10xV3-D2,33824,seurat,10,10,0.1,20,106.794971384,0.9404269157994324,0.9940279091769157,18,0.6171203993615764,0.8965528231574295,0.3732102912661567,
Human_M1_10xV3-D2,33824,seurat,10,10,0.1,20,105.633062358,0.9401017029328288,0.9940279091769157,18,0.6118455936274495,0.8953592993756159,0.38983406812579424,1234
Human_M1_10xV3-D2,33824,seurat,10,10,0.1,20,112.46489201,0.896552743614002,0.9938800851466414,17,0.5580476243467448,0.8821611217123949,0.362585034034874,42
Human_M1_10xV3-D2,33824,seurat,10,10,0.2,20,106.748338006,0.9467242194891201,0.9931114001892147,19,0.48163796902536044,0.8695913913214687,0.3842856348494787,
Human_M1_10xV3-D2,33824,seurat,10,10,0.2,20,106.753649751,0.9503015610217597,0.9934070482497634,19,0.4765736384829708,0.8687869083252172,0.3863147589672725,1234
Human_M1_10xV3-D2,33824,seurat,10,10,0.2,20,120.522512564,0.9520754493850521,0.9929635761589404,20,0.47387353010432737,0.8689478098194476,0.3790133633830454,42
Human_M1_10xV3-D2,33824,seurat,10,10,0.3,20,107.21939068,0.9437086092715232,0.9938800851466414,22,0.46627159798318535,0.8670673892058303,0.3802992268497878,
Human_M1_10xV3-D2,33824,seurat,10,10,0.3,20,112.808788484,0.9515432828760644,0.9934070482497634,21,0.4862182113113826,0.8716344738739664,0.37503182821483716,1234
Human_M1_10xV3-D2,33824,seurat,10,10,0.5,20,108.013406004,0.9556232261116367,0.9931409649952696,28,0.3912011557675709,0.8550189794464259,0.3519476779368997,
Human_M1_10xV3-D2,33824,seurat,10,10,0.5,20,108.489646923,0.9424077578051088,0.993288789025544,26,0.36833729177497415,0.8506567374604804,0.3598455311160657,1234
Human_M1_10xV3-D2,33824,seurat,10,10,0.8,20,110.703379024,0.9519276253547777,0.9974278618732261,32,0.3359111394019612,0.8458048541056759,0.3345711809944977,
Human_M1_10xV3-D2,33824,seurat,10,10,0.8,20,104.975517737,0.9592892620624409,0.9968070009460738,32,0.34140740301198563,0.8466424429016648,0.3420225742695617,1234
Human_M1_10xV3-D2,33824,seurat,10,10,0.9,20,104.660893173,0.949769394512772,0.9973982970671712,1,0.33180495374068114,0.8451236546811353,0.31887407501839093,1
Human_M1_10xV3-D2,33824,seurat,10,10,0.9,20,112.767874218,0.9527258751182592,0.9974278618732261,1,0.3203773593971944,0.8432605325777572,0.3177608357393688,2
Human_M1_10xV3-D2,33824,seurat,10,10,0.9,20,107.919398392,0.9505972090823084,0.9975756859035004,1,0.31931968282139384,0.8430047418931507,0.3101653645428988,3
Human_M1_10xV3-D2,33824,seurat,10,10,1.0,20,106.397005298,0.9522528382213813,0.9974278618732261,1,0.2794736624164407,0.836819626778182,0.2855196963051517,1
Human_M1_10xV3-D2,33824,seurat,10,10,1.0,20,106.838891823,0.9494146168401135,0.9974278618732261,1,0.3062311978746581,0.8407118789923983,0.317337026686894,2
Human_M1_10xV3-D2,33824,seurat,10,10,1.0,20,107.266334261,0.9532876064333018,0.996984389782403,1,0.28404511392940435,0.8374506946130688,0.280933743234869,3
Human_M1_10xV3-D2,33824,seurat,10,10,1.1,20,106.045781506,0.9523710974456008,0.9974278618732261,1,0.2922693248199357,0.8388293395516551,0.30495883865437196,1
Human_M1_10xV3-D2,33824,seurat,10,10,1.1,20,106.157619035,0.9549728003784295,0.9964817880794702,1,0.2972983528705828,0.839726094672105,0.2966959112832427,2
Human_M1_10xV3-D2,33824,seurat,10,10,1.1,20,119.266240928,0.9514250236518449,0.9975461210974456,1,0.27868892900798214,0.8366611028457429,0.2836174408890973,3
Human_M1_10xV3-D2,33824,seurat,10,10,1.2,20,109.731612234,0.9556232261116367,0.9975756859035004,1,0.28345594509214656,0.8374655771009584,0.2811034243128537,1
Human_M1_10xV3-D2,33824,seurat,10,10,1.2,20,106.918781494,0.9572197256385998,0.9973982970671712,1,0.24837028703437508,0.8320568880048959,0.2634287040019776,2
Human_M1_10xV3-D2,33824,seurat,10,20,0.05,20,108.655378333,0.8132982497634815,0.9974869914853358,11,0.7265506864347545,0.9143244367255424,0.30303989059757536,
Human_M1_10xV3-D2,33824,seurat,10,20,0.05,20,112.34877007,0.8133573793755913,0.9974869914853358,11,0.7300463458870712,0.9156026838728669,0.3039690215281821,1234
Human_M1_10xV3-D2,33824,seurat,10,20,0.05,20,112.717522509,0.8129730368968779,0.9974869914853358,11,0.7296047584214026,0.9154590004713447,0.30400136379759796,42
Human_M1_10xV3-D2,33824,seurat,10,20,0.08,20,113.601942199,0.889811967833491,0.9938800851466414,13,0.7574845878532663,0.926628747306607,0.3851181503369572,
Human_M1_10xV3-D2,33824,seurat,10,20,0.08,20,111.108573001,0.8887476348155157,0.9938800851466414,14,0.7496131601770325,0.9242655033322088,0.3429291159691449,1234
Human_M1_10xV3-D2,33824,seurat,10,20,0.08,20,113.361778338,0.8896050141911069,0.9938800851466414,13,0.7580425895511637,0.9268357542693108,0.3854182243558935,42
Human_M1_10xV3-D2,33824,seurat,10,20,0.1,20,112.334499194,0.8942466887417219,0.9932592242194891,15,0.5954552722761418,0.8901305322681148,0.43080306610379243,
Human_M1_10xV3-D2,33824,seurat,10,20,0.1,20,109.224988897,0.8949266792809839,0.9938800851466414,15,0.5909896280888346,0.8878969003754897,0.43108022863302287,1234
Human_M1_10xV3-D2,33824,seurat,10,20,0.1,20,114.810381769,0.8894276253547777,0.9938800851466414,15,0.5690785359106031,0.8842281931640846,0.4292200578441618,42
Human_M1_10xV3-D2,33824,seurat,10,20,0.2,20,110.680169189,0.9389486754966887,0.9939983443708609,19,0.5769764309788106,0.8882199008858823,0.39204995782667,
Human_M1_10xV3-D2,33824,seurat,10,20,0.2,20,110.499071809,0.9322670293282876,0.9932592242194891,19,0.572009939094736,0.8869021634861277,0.3927624890837822,1234
Human_M1_10xV3-D2,33824,seurat,10,20,0.2,20,126.597801112,0.941905156102176,0.9932592242194891,18,0.5936456688140291,0.8917009572846969,0.43097401884589875,42
Human_M1_10xV3-D2,33824,seurat,10,20,0.3,20,114.086928218,0.9524597918637654,0.9936435666982024,20,0.472462835691999,0.8684702503105446,0.4192660415559746,
Human_M1_10xV3-D2,33824,seurat,10,20,0.3,20,116.851614534,0.9393921475875118,0.994678334910123,20,0.5291728562221055,0.8792526940782013,0.430147739479579,1234
Human_M1_10xV3-D2,33824,seurat,10,20,0.5,20,133.711880988,0.9526963103122044,0.9931114001892147,22,0.4559936137080937,0.8658150959425901,0.3904030412203358,
Human_M1_10xV3-D2,33824,seurat,10,20,0.5,20,112.133602484,0.9343070009460738,0.994678334910123,22,0.4208616596680463,0.8590117028766064,0.3708191954246627,1234
Human_M1_10xV3-D2,33824,seurat,10,20,0.8,20,115.166600472,0.9577814569536424,0.9968365657521286,30,0.33935457614353975,0.8463114565807848,0.3465202852943287,
Human_M1_10xV3-D2,33824,seurat,10,20,0.8,20,111.742024234,0.9563032166508988,0.9968365657521286,30,0.33304607273714837,0.8452805790039868,0.3376672005742398,1234
Human_M1_10xV3-D2,33824,seurat,10,20,0.9,20,110.913359762,0.9582249290444654,0.9976052507095553,1,0.33348734971868726,0.8453174539384465,0.3385589053632059,1
Human_M1_10xV3-D2,33824,seurat,10,20,0.9,20,115.728468844,0.9544406338694418,0.9968365657521286,1,0.3304953888316999,0.8447639907693542,0.3399424663218566,2
Human_M1_10xV3-D2,33824,seurat,10,20,0.9,20,112.886678864,0.9551206244087039,0.9962748344370861,1,0.3325327838428663,0.8452007471222202,0.32963298266007385,3
Human_M1_10xV3-D2,33824,seurat,10,20,1.0,20,109.558371941,0.948379848628193,0.9968365657521286,1,0.33143549473113537,0.8449201423846234,0.33714210506891873,1
Human_M1_10xV3-D2,33824,seurat,10,20,1.0,20,129.336824167,0.949769394512772,0.9974869914853358,1,0.34291616084337745,0.846858872701174,0.3441588400670052,2
Human_M1_10xV3-D2,33824,seurat,10,20,1.0,20,109.418637527,0.9572197256385998,0.9968365657521286,1,0.33655230817344695,0.8458707300493685,0.33267910679008567,3
Human_M1_10xV3-D2,33824,seurat,10,20,1.1,20,110.041412908,0.960412724692526,0.9968365657521286,1,0.3240214544451276,0.8438788944427178,0.33485437619685715,1
Human_M1_10xV3-D2,33824,seurat,10,20,1.1,20,111.139401336,0.9599988174077578,0.9968365657521286,1,0.34282111058784037,0.8469090829601517,0.3426863115760433,2
Human_M1_10xV3-D2,33824,seurat,10,20,1.1,20,119.860140794,0.9514545884578998,0.9968365657521286,1,0.3304740937016106,0.8447813242437374,0.33742783879825294,3
Human_M1_10xV3-D2,33824,seurat,10,20,1.2,20,107.551173408,0.9542632450331126,0.9968070009460738,1,0.3193354671743788,0.843031256951746,0.3151184429721884,1
Human_M1_10xV3-D2,33824,seurat,10,20,1.2,20,113.881004289,0.9504198202459792,0.9968070009460738,1,0.31479444815192337,0.8423680273490094,0.3223551387652667,2
Human_M1_10xV3-D2,33824,seurat,10,30,0.05,20,112.722350848,0.8097800378429517,0.9940279091769157,11,0.7190458797608228,0.9123265785450894,0.3049698447527105,
Human_M1_10xV3-D2,33824,seurat,10,30,0.05,20,112.258461809,0.8097504730368968,0.9940279091769157,11,0.7209707211751768,0.9129452218714091,0.3047756588892883,1234
Human_M1_10xV3-D2,33824,seurat,10,30,0.05,20,115.605798434,0.8433656575212867,0.9940870387890255,10,0.8568157791084969,0.9522012460046123,0.2581459125939132,42
Human_M1_10xV3-D2,33824,seurat,10,30,0.08,20,115.172953518,0.8898415326395459,0.9940574739829706,14,0.7259313356496591,0.919846351957297,0.3537898015237759,
Human_M1_10xV3-D2,33824,seurat,10,30,0.08,20,116.653088438,0.8890137180700095,0.9940574739829706,14,0.7298743538869198,0.920878395588297,0.3545566860624217,1234
Human_M1_10xV3-D2,33824,seurat,10,30,0.08,20,117.079478801,0.8899006622516556,0.9940574739829706,13,0.7356468809952925,0.9223710376219504,0.396402450716873,42
Human_M1_10xV3-D2,33824,seurat,10,30,0.1,20,119.198693607,0.8898710974456008,0.9940279091769157,13,0.7660707816095444,0.9305346355369798,0.38539355805417064,
Human_M1_10xV3-D2,33824,seurat,10,30,0.1,20,116.96983155,0.8890432828760644,0.9940574739829706,13,0.7114483323771127,0.9159623407918193,0.3996223480049776,1234
Human_M1_10xV3-D2,33824,seurat,10,30,0.1,20,126.257022205,0.884490302743614,0.9940574739829706,13,0.7294260135930031,0.9206194791092177,0.38939083269897845,42
Human_M1_10xV3-D2,33824,seurat,10,30,0.2,20,115.621970751,0.8947788552507095,0.9940279091769157,15,0.5673272847900781,0.8835450584741743,0.4476262013227458,
Human_M1_10xV3-D2,33824,seurat,10,30,0.2,20,117.616139742,0.8948379848628193,0.9940279091769157,16,0.5624025418941955,0.8824922024364638,0.4041697289714214,1234
Human_M1_10xV3-D2,33824,seurat,10,30,0.3,20,115.351439797,0.9526371807000946,0.9936731315042573,21,0.4675268167294854,0.8675704970147474,0.3877239191442572,
Human_M1_10xV3-D2,33824,seurat,10,30,0.3,20,123.750331012,0.9463990066225165,0.9941166035950804,21,0.49089241673488204,0.8714846350348946,0.4045411626090407,1234
Human_M1_10xV3-D2,33824,seurat,10,30,0.5,20,118.13115648,0.9471676915799432,0.9934070482497634,21,0.46657978319954874,0.8679689536442862,0.3860938107436739,
Human_M1_10xV3-D2,33824,seurat,10,30,0.5,20,118.879786245,0.9467242194891201,0.9934070482497634,22,0.45410319124784043,0.8660489833391938,0.39302223072822634,1234
Human_M1_10xV3-D2,33824,seurat,10,30,0.8,20,119.446033913,0.9528441343424787,0.9939392147587511,29,0.331358563314323,0.8449010239906893,0.3412198075561127,
Human_M1_10xV3-D2,33824,seurat,10,30,0.8,20,116.241274281,0.9379730368968779,0.9939392147587511,25,0.3968928555721761,0.855462202417723,0.3441664040276675,1234
Human_M1_10xV3-D2,33824,seurat,10,30,0.9,20,115.371533985,0.9532876064333018,0.9939983443708609,1,0.33216362666109156,0.84509828819467,0.33906453108628554,1
Human_M1_10xV3-D2,33824,seurat,10,30,0.9,20,116.222399624,0.9610335856196783,0.9933774834437086,1,0.3374727941088961,0.8459872725341181,0.34668523944899865,2
